date,group_id,label,scope,weight,index,coverage,types,baseline_types
2026-09-11,meat,Et ve et ürünleri,food,0.15,100.6328,0.6,6,10
2026-09-11,fish,Balık ve deniz ürünleri,food,0.04,,0.5,3,6
2026-09-11,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,99.6469,1.0,13,13
2026-09-11,oils_fats,Yağlar,food,0.06,101.3555,0.8,4,5
2026-09-11,fruit,Meyve,food,0.08,98.7456,0.6154,8,13
2026-09-11,vegetables,Sebze,food,0.11,,0.5882,10,17
2026-09-11,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,101.3432,1.0,12,12
2026-09-11,other_food,Diğer gıda,food,0.04,100.1601,0.9,9,10
2026-09-11,drinks,Alkolsüz içecekler,food,0.05,99.8269,0.9091,10,11
2026-09-11,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,99.3283,0.9,9,10
2026-09-11,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,99.855,1.0,11,11
2026-09-12,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,101.2523,0.8333,10,12
2026-09-12,meat,Et ve et ürünleri,food,0.15,99.6342,0.6,6,10
2026-09-12,fish,Balık ve deniz ürünleri,food,0.04,,0.5,3,6
2026-09-12,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,99.2158,1.0,13,13
2026-09-12,oils_fats,Yağlar,food,0.06,101.3963,0.8,4,5
2026-09-12,fruit,Meyve,food,0.08,98.4195,0.6154,8,13
2026-09-12,vegetables,Sebze,food,0.11,,0.5882,10,17
2026-09-12,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,101.2717,1.0,12,12
2026-09-12,other_food,Diğer gıda,food,0.04,100.2224,0.9,9,10
2026-09-12,drinks,Alkolsüz içecekler,food,0.05,99.5689,0.9091,10,11
2026-09-12,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,98.5907,0.9,9,10
2026-09-12,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,97.0561,1.0,11,11
2026-09-13,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,101.2523,0.8333,10,12
2026-09-13,meat,Et ve et ürünleri,food,0.15,,0.5,5,10
2026-09-13,fish,Balık ve deniz ürünleri,food,0.04,,0.5,3,6
2026-09-13,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,99.2158,1.0,13,13
2026-09-13,oils_fats,Yağlar,food,0.06,101.3963,0.8,4,5
2026-09-13,fruit,Meyve,food,0.08,97.8337,0.6154,8,13
2026-09-13,vegetables,Sebze,food,0.11,102.2185,0.6471,11,17
2026-09-13,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,101.2717,1.0,12,12
2026-09-13,other_food,Diğer gıda,food,0.04,100.2224,0.9,9,10
2026-09-13,drinks,Alkolsüz içecekler,food,0.05,99.5689,0.9091,10,11
2026-09-13,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,98.5907,0.9,9,10
2026-09-13,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,97.3399,1.0,11,11
2026-09-14,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,101.2523,1.0,12,12
2026-09-14,meat,Et ve et ürünleri,food,0.15,,0.6,6,10
2026-09-14,fish,Balık ve deniz ürünleri,food,0.04,,0.5,3,6
2026-09-14,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,99.2158,1.0,13,13
2026-09-14,oils_fats,Yağlar,food,0.06,101.3963,0.8,4,5
2026-09-14,fruit,Meyve,food,0.08,97.8337,0.6154,8,13
2026-09-14,vegetables,Sebze,food,0.11,102.2185,0.6471,11,17
2026-09-14,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,101.2717,1.0,12,12
2026-09-14,other_food,Diğer gıda,food,0.04,100.2224,0.9,9,10
2026-09-14,drinks,Alkolsüz içecekler,food,0.05,99.5689,0.9091,10,11
2026-09-14,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,98.5907,0.9,9,10
2026-09-14,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,,0.0,0,11
2026-09-15,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,100.7096,0.9167,11,12
2026-09-15,meat,Et ve et ürünleri,food,0.15,102.3623,0.6,6,10
2026-09-15,fish,Balık ve deniz ürünleri,food,0.04,109.0953,0.6667,4,6
2026-09-15,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,99.6822,1.0,13,13
2026-09-15,oils_fats,Yağlar,food,0.06,101.148,0.8,4,5
2026-09-15,fruit,Meyve,food,0.08,101.1562,0.6154,8,13
2026-09-15,vegetables,Sebze,food,0.11,,0.5882,10,17
2026-09-15,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,101.3755,1.0,12,12
2026-09-15,other_food,Diğer gıda,food,0.04,99.8463,0.9,9,10
2026-09-15,drinks,Alkolsüz içecekler,food,0.05,99.7374,0.9091,10,11
2026-09-15,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,97.1715,0.9,9,10
2026-09-15,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,96.2594,1.0,11,11
2026-09-16,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,100.7096,0.9167,11,12
2026-09-16,meat,Et ve et ürünleri,food,0.15,102.3623,0.6,6,10
2026-09-16,fish,Balık ve deniz ürünleri,food,0.04,109.0953,0.6667,4,6
2026-09-16,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,99.6822,1.0,13,13
2026-09-16,oils_fats,Yağlar,food,0.06,101.148,0.8,4,5
2026-09-16,fruit,Meyve,food,0.08,101.1562,0.6154,8,13
2026-09-16,vegetables,Sebze,food,0.11,,0.5294,9,17
2026-09-16,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,101.3755,1.0,12,12
2026-09-16,other_food,Diğer gıda,food,0.04,99.8463,0.9,9,10
2026-09-16,drinks,Alkolsüz içecekler,food,0.05,99.7374,0.9091,10,11
2026-09-16,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,97.1715,0.9,9,10
2026-09-16,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,96.2594,0.9091,10,11
2026-09-17,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,100.7002,0.8333,10,12
2026-09-17,meat,Et ve et ürünleri,food,0.15,102.5462,0.7,7,10
2026-09-17,fish,Balık ve deniz ürünleri,food,0.04,109.0955,0.6667,4,6
2026-09-17,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,99.4618,1.0,13,13
2026-09-17,oils_fats,Yağlar,food,0.06,101.7228,0.8,4,5
2026-09-17,fruit,Meyve,food,0.08,100.6128,0.6154,8,13
2026-09-17,vegetables,Sebze,food,0.11,,0.5294,9,17
2026-09-17,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,100.6039,1.0,12,12
2026-09-17,other_food,Diğer gıda,food,0.04,99.4826,0.9,9,10
2026-09-17,drinks,Alkolsüz içecekler,food,0.05,99.4802,0.9091,10,11
2026-09-17,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,98.1602,0.9,9,10
2026-09-17,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,96.1525,0.9091,10,11
2026-09-18,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,98.3803,0.8333,10,12
2026-09-18,meat,Et ve et ürünleri,food,0.15,,0.5,5,10
2026-09-18,fish,Balık ve deniz ürünleri,food,0.04,108.1979,0.6667,4,6
2026-09-18,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,98.9145,0.9231,12,13
2026-09-18,oils_fats,Yağlar,food,0.06,98.8958,0.8,4,5
2026-09-18,fruit,Meyve,food,0.08,98.1919,0.6923,9,13
2026-09-18,vegetables,Sebze,food,0.11,,0.5294,9,17
2026-09-18,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,100.1901,1.0,12,12
2026-09-18,other_food,Diğer gıda,food,0.04,97.5132,0.9,9,10
2026-09-18,drinks,Alkolsüz içecekler,food,0.05,99.3816,0.8182,9,11
2026-09-18,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,98.5684,0.9,9,10
2026-09-18,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,97.3119,0.9091,10,11
2026-09-19,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,100.7508,0.8333,10,12
2026-09-19,meat,Et ve et ürünleri,food,0.15,,0.5,5,10
2026-09-19,fish,Balık ve deniz ürünleri,food,0.04,109.1809,0.6667,4,6
2026-09-19,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,98.9685,0.9231,12,13
2026-09-19,oils_fats,Yağlar,food,0.06,100.3961,0.8,4,5
2026-09-19,fruit,Meyve,food,0.08,99.5377,0.6923,9,13
2026-09-19,vegetables,Sebze,food,0.11,,0.5882,10,17
2026-09-19,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,100.7036,1.0,12,12
2026-09-19,other_food,Diğer gıda,food,0.04,99.6233,0.9,9,10
2026-09-19,drinks,Alkolsüz içecekler,food,0.05,100.9827,0.7273,8,11
2026-09-19,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,100.0035,0.9,9,10
2026-09-19,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,98.8092,0.9091,10,11
2026-09-20,bread_cereals,"Ekmek, tahıllar ve makarna",food,0.14,100.7508,0.8333,10,12
2026-09-20,meat,Et ve et ürünleri,food,0.15,,0.6,6,10
2026-09-20,fish,Balık ve deniz ürünleri,food,0.04,109.1809,0.6667,4,6
2026-09-20,dairy_eggs,Süt ürünleri ve yumurta,food,0.14,98.9685,0.9231,12,13
2026-09-20,oils_fats,Yağlar,food,0.06,100.3961,0.8,4,5
2026-09-20,fruit,Meyve,food,0.08,99.5377,0.6923,9,13
2026-09-20,vegetables,Sebze,food,0.11,,0.5882,10,17
2026-09-20,sugar_snacks,"Şeker, tatlı ve atıştırmalık",food,0.08,100.7036,1.0,12,12
2026-09-20,other_food,Diğer gıda,food,0.04,99.6233,0.9,9,10
2026-09-20,drinks,Alkolsüz içecekler,food,0.05,101.1451,0.7273,8,11
2026-09-20,household_cleaning,Ev temizlik sarf malzemeleri,nonfood,0.07,100.0035,0.9,9,10
2026-09-20,personal_paper,Kişisel bakım ve kağıt ürünleri,nonfood,0.04,98.8092,0.9091,10,11
